model,epoch,loss,mae,val_loss,val_mae
0,1,0.43773025274276733,0.8131057024002075,0.24612121284008026,0.5599420070648193
0,2,0.32917386293411255,0.679197371006012,0.17926578223705292,0.4515961706638336
0,3,0.2799285650253296,0.6059233546257019,0.1834525465965271,0.4833051562309265
0,4,0.2327510565519333,0.5254209637641907,0.23887991905212402,0.5789986252784729
0,5,0.21565556526184082,0.49959710240364075,0.24999792873859406,0.6022701859474182
0,6,0.210125133395195,0.49217915534973145,0.24762526154518127,0.5984981656074524
0,7,0.20306707918643951,0.4851202964782715,0.24872079491615295,0.6021767854690552
0,8,0.1980966180562973,0.4789607524871826,0.2385084182024002,0.5878031253814697
0,9,0.19257883727550507,0.4719022512435913,0.2434983253479004,0.5952281951904297
0,10,0.18847844004631042,0.46601027250289917,0.2439872771501541,0.597149133682251
0,11,0.1856810599565506,0.4613839387893677,0.24427537620067596,0.5928961634635925
0,12,0.18127140402793884,0.45487040281295776,0.24071094393730164,0.5882891416549683
0,13,0.17804694175720215,0.4497900903224945,0.23826876282691956,0.5860959887504578
0,14,0.17512980103492737,0.4448510706424713,0.2348669320344925,0.578672468662262
0,15,0.1719515472650528,0.43956804275512695,0.23568253219127655,0.5766369104385376
0,16,0.16901418566703796,0.4343494772911072,0.23475973308086395,0.5691079497337341
0,17,0.16641992330551147,0.4303300380706787,0.23335377871990204,0.5672162771224976
0,18,0.16331540048122406,0.4254671037197113,0.2340843379497528,0.563296914100647
0,19,0.16168062388896942,0.42168882489204407,0.22948339581489563,0.5597852468490601
0,20,0.15749980509281158,0.4161779582500458,0.2390640676021576,0.5707610845565796
0,21,0.15709026157855988,0.4146048426628113,0.23218655586242676,0.5591307878494263
0,22,0.15480950474739075,0.41050609946250916,0.23410311341285706,0.5582988858222961
0,23,0.14538730680942535,0.39318180084228516,0.23012177646160126,0.5499225854873657
0,24,0.1432199627161026,0.39172637462615967,0.24051544070243835,0.5557692646980286
0,25,0.14123238623142242,0.38679224252700806,0.23749956488609314,0.5536912083625793
0,26,0.13947677612304688,0.38474562764167786,0.24145305156707764,0.5563742518424988
0,27,0.13860425353050232,0.38245123624801636,0.23763462901115417,0.5486040115356445
0,28,0.13657164573669434,0.3803976774215698,0.2416827231645584,0.5525244474411011
0,29,0.135767862200737,0.37885013222694397,0.23984281718730927,0.5485657453536987
0,30,0.13418565690517426,0.37672409415245056,0.23773446679115295,0.544214129447937
0,31,0.13287733495235443,0.3750477731227875,0.2404697835445404,0.5434879660606384
0,32,0.13109733164310455,0.3717286288738251,0.24211053550243378,0.5477086901664734
0,33,0.13039125502109528,0.3711092472076416,0.24363932013511658,0.5436541438102722
0,34,0.12857647240161896,0.3685358464717865,0.2441750317811966,0.5472947359085083
0,35,0.12779349088668823,0.36793097853660583,0.24710890650749207,0.543831467628479
0,36,0.12517882883548737,0.3630916178226471,0.24484825134277344,0.544162929058075
0,37,0.12524226307868958,0.3637091815471649,0.24648018181324005,0.5414413809776306
0,38,0.12303868681192398,0.36137786507606506,0.24888870120048523,0.5435335040092468
0,39,0.12198303639888763,0.36013245582580566,0.25370821356773376,0.5450702905654907
0,40,0.12073985487222672,0.3568402826786041,0.24846358597278595,0.5385640859603882
0,41,0.11879870295524597,0.353963166475296,0.25198832154273987,0.5432625412940979
0,42,0.117872454226017,0.3528253734111786,0.253146767616272,0.5400615930557251
0,43,0.11376480013132095,0.3430938422679901,0.2527843713760376,0.5400606393814087
0,44,0.11264823377132416,0.3431328237056732,0.2554706931114197,0.5423446297645569
0,45,0.11183595657348633,0.34137073159217834,0.2551936209201813,0.543622612953186
0,46,0.11086002737283707,0.3396458625793457,0.2571774125099182,0.5477854609489441
0,47,0.11034858971834183,0.3393635153770447,0.25865864753723145,0.5474635362625122
0,48,0.10968954116106033,0.33832883834838867,0.2597256600856781,0.5503348112106323
0,49,0.10891760140657425,0.33709269762039185,0.2569368779659271,0.5444400906562805
0,50,0.10841213166713715,0.33633556962013245,0.2584230601787567,0.5478026270866394
0,51,0.10751640796661377,0.3354668617248535,0.2610970139503479,0.5513893961906433
0,52,0.10721999406814575,0.3346182107925415,0.26165467500686646,0.5510493516921997
0,53,0.10642758756875992,0.33385229110717773,0.26207661628723145,0.5533779263496399
0,54,0.10547754913568497,0.33179813623428345,0.2602193057537079,0.550340473651886
0,55,0.10524298995733261,0.3319816291332245,0.26311227679252625,0.5544787049293518
0,56,0.1045079305768013,0.3312760591506958,0.2634100019931793,0.5554598569869995
0,57,0.10389523953199387,0.3294987678527832,0.26002609729766846,0.5511353611946106
0,58,0.10295704752206802,0.3283206522464752,0.2665552496910095,0.5597392320632935
0,59,0.10269231349229813,0.3283611834049225,0.2638707756996155,0.5585237741470337
0,60,0.10178316384553909,0.32604798674583435,0.26583951711654663,0.5544852018356323
0,61,0.10128089040517807,0.3258558213710785,0.26198118925094604,0.5560386776924133
0,62,0.10057024657726288,0.32512736320495605,0.2672966420650482,0.5608289241790771
1,1,0.4021090865135193,0.7579598426818848,0.21054419875144958,0.4929760992527008
1,2,0.3257257342338562,0.6702494025230408,0.21623866260051727,0.5182102918624878
1,3,0.268168568611145,0.5750921964645386,0.2332238256931305,0.5771926045417786
1,4,0.23354704678058624,0.5283808708190918,0.2654168903827667,0.6135610342025757
1,5,0.2146071046590805,0.4928169250488281,0.2472660094499588,0.5971646904945374
1,6,0.2100832313299179,0.49505549669265747,0.24942202866077423,0.6075476408004761
1,7,0.2023600935935974,0.47790974378585815,0.23249129951000214,0.5826915502548218
1,8,0.19874019920825958,0.48025888204574585,0.23036202788352966,0.5807322859764099
1,9,0.19529712200164795,0.4724780023097992,0.22666999697685242,0.5760468244552612
1,10,0.1914304941892624,0.4665966033935547,0.22555813193321228,0.5719207525253296
1,11,0.18898721039295197,0.4630775451660156,0.22728729248046875,0.5746265649795532
1,12,0.18486227095127106,0.4558667540550232,0.21884222328662872,0.5627622604370117
1,13,0.18261058628559113,0.4545234441757202,0.22250695526599884,0.5672768354415894
1,14,0.18014195561408997,0.448142409324646,0.22042575478553772,0.5648166537284851
1,15,0.17754696309566498,0.4454857110977173,0.2119309902191162,0.5537509918212891
1,16,0.1749948263168335,0.44257867336273193,0.2216154783964157,0.5640243887901306
1,17,0.17237336933612823,0.43596380949020386,0.2121620923280716,0.5512181520462036
1,18,0.16977699100971222,0.4326797425746918,0.2150479257106781,0.5532097220420837
1,19,0.1672101616859436,0.42804190516471863,0.21265192329883575,0.548561692237854
1,20,0.16405059397220612,0.42337343096733093,0.2113972008228302,0.54844731092453
1,21,0.162908136844635,0.4222162663936615,0.2132127732038498,0.5476025342941284
1,22,0.15454316139221191,0.4053446352481842,0.20552954077720642,0.5413508415222168
1,23,0.15319010615348816,0.40420833230018616,0.20961816608905792,0.5440744161605835
1,24,0.15189044177532196,0.40029656887054443,0.2083171159029007,0.5448451042175293
1,25,0.15035584568977356,0.39765119552612305,0.2120349407196045,0.5493148565292358
1,26,0.14923164248466492,0.39630964398384094,0.20942898094654083,0.5425773859024048
1,27,0.14759163558483124,0.3937118649482727,0.21121978759765625,0.5455664396286011
1,28,0.1468094438314438,0.3923947215080261,0.21217842400074005,0.5470482110977173
1,29,0.1451779156923294,0.38910672068595886,0.20874257385730743,0.5419024229049683
1,30,0.14415843784809113,0.38809236884117126,0.2106146365404129,0.5442907214164734
1,31,0.14269542694091797,0.3857448399066925,0.2105148285627365,0.5435197949409485
1,32,0.14202716946601868,0.38486534357070923,0.21054454147815704,0.5448043346405029
1,33,0.14035367965698242,0.3815114498138428,0.2121727019548416,0.5420319437980652
1,34,0.13929633796215057,0.38120946288108826,0.21428970992565155,0.5436578989028931
1,35,0.13799285888671875,0.37762343883514404,0.2123827487230301,0.5404490232467651
1,36,0.13663989305496216,0.37686827778816223,0.21499402821063995,0.544762372970581
1,37,0.1354890614748001,0.37357187271118164,0.21205011010169983,0.5380927920341492
1,38,0.13430210947990417,0.37354588508605957,0.2149084061384201,0.5412253141403198
1,39,0.13294421136379242,0.3708404004573822,0.2171679437160492,0.5442028045654297
1,40,0.13156454265117645,0.36858415603637695,0.21814164519309998,0.5455791354179382
1,41,0.1302207112312317,0.36600470542907715,0.21721801161766052,0.5402823686599731
1,42,0.12932877242565155,0.3670794367790222,0.21697871387004852,0.5398240089416504
1,43,0.1251998394727707,0.35576069355010986,0.21428199112415314,0.5367377996444702
1,44,0.12421143054962158,0.3544406592845917,0.21796023845672607,0.5410841703414917
1,45,0.12337664514780045,0.35310110449790955,0.2184344232082367,0.5416320562362671
1,46,0.12263140082359314,0.3521876335144043,0.21991518139839172,0.5428066253662109
1,47,0.12175785005092621,0.34998753666877747,0.22062507271766663,0.5436768531799316
1,48,0.12118007242679596,0.34930095076560974,0.21946223080158234,0.5422492027282715
1,49,0.12027811259031296,0.34769344329833984,0.22232413291931152,0.5439256429672241
1,50,0.11968272179365158,0.3473871648311615,0.22165629267692566,0.5442798733711243
1,51,0.11887068301439285,0.34572842717170715,0.22211237251758575,0.5423567891120911
1,52,0.1181495264172554,0.34530311822891235,0.22443243861198425,0.5441149473190308
1,53,0.11736319214105606,0.34447404742240906,0.22326438128948212,0.5429277420043945
1,54,0.11657729744911194,0.3424037992954254,0.22578060626983643,0.5474163293838501
1,55,0.1157599687576294,0.34127742052078247,0.22813864052295685,0.5457745790481567
1,56,0.1152808889746666,0.3416121304035187,0.22579529881477356,0.5437765121459961
1,57,0.11432933807373047,0.3395395874977112,0.2274341583251953,0.5450027585029602
1,58,0.11348053812980652,0.33815306425094604,0.230136439204216,0.5466917157173157
1,59,0.11295296251773834,0.3376043140888214,0.22785094380378723,0.5459174513816833
1,60,0.11207973212003708,0.3343690037727356,0.23065659403800964,0.546475350856781
2,1,0.4201129972934723,0.7878764867782593,0.1937633752822876,0.4892269968986511
2,2,0.31158900260925293,0.6410777568817139,0.2031659632921219,0.4994094967842102
2,3,0.2636120021343231,0.5866766571998596,0.19369393587112427,0.5090214014053345
2,4,0.23016785085201263,0.5292405486106873,0.2125362604856491,0.5392488837242126
2,5,0.21657279133796692,0.5117136240005493,0.21491031348705292,0.5587708353996277
2,6,0.2074729949235916,0.49905335903167725,0.21422620117664337,0.5594061017036438
2,7,0.19923071563243866,0.4848328232765198,0.23252005875110626,0.5829664468765259
2,8,0.19797343015670776,0.48621925711631775,0.20933929085731506,0.5571392774581909
2,9,0.19221751391887665,0.47606027126312256,0.21506381034851074,0.5601896047592163
2,10,0.19010688364505768,0.4719926118850708,0.2190409004688263,0.5669916272163391
2,11,0.18699248135089874,0.46764934062957764,0.21337397396564484,0.5574911236763
2,12,0.18448826670646667,0.4643293023109436,0.21481530368328094,0.5573909878730774
2,13,0.18197067081928253,0.45924219489097595,0.2138090580701828,0.5587489008903503
2,14,0.17912065982818604,0.45439618825912476,0.2224656045436859,0.5664167404174805
2,15,0.1771538406610489,0.4523937702178955,0.21804530918598175,0.5614705681800842
2,16,0.17398592829704285,0.4456367790699005,0.21365013718605042,0.5486425161361694
2,17,0.1720370203256607,0.44279924035072327,0.21542134881019592,0.5526416897773743
2,18,0.16943508386611938,0.43743637204170227,0.21690531075000763,0.5512975454330444
2,19,0.16646301746368408,0.43259310722351074,0.21693377196788788,0.5505427718162537
2,20,0.16453756392002106,0.4288223087787628,0.21723902225494385,0.5462124943733215
2,21,0.1626557856798172,0.4276998043060303,0.21499934792518616,0.543326199054718
2,22,0.1535831242799759,0.408068984746933,0.21409134566783905,0.5447327494621277
2,23,0.15178385376930237,0.40619054436683655,0.21860384941101074,0.549965500831604
2,24,0.15038451552391052,0.40228989720344543,0.21663817763328552,0.5458976626396179
2,25,0.14906424283981323,0.4008004367351532,0.21380853652954102,0.5372604727745056
2,26,0.14762786030769348,0.39842161536216736,0.21693840622901917,0.5430479049682617
2,27,0.14650440216064453,0.3956789970397949,0.21456699073314667,0.539351761341095
2,28,0.1448889523744583,0.393318772315979,0.2152426689863205,0.5358649492263794
2,29,0.1437644362449646,0.3912677764892578,0.2172839641571045,0.5376590490341187
2,30,0.14223633706569672,0.3895214796066284,0.21786482632160187,0.5357850193977356
2,31,0.1418159455060959,0.3875810503959656,0.2208862602710724,0.5369320511817932
2,32,0.13989853858947754,0.38441213965415955,0.2165440022945404,0.52885502576828
2,33,0.13875633478164673,0.38348010182380676,0.2190314084291458,0.5332282185554504
2,34,0.13736972212791443,0.38121047616004944,0.22523407638072968,0.5351905822753906
2,35,0.13634443283081055,0.3801603317260742,0.2180544137954712,0.5312745571136475
2,36,0.1345609575510025,0.3781335949897766,0.22190172970294952,0.5282303690910339
2,37,0.13339394330978394,0.3758220672607422,0.22552725672721863,0.5305840373039246
2,38,0.13168084621429443,0.3726624548435211,0.22325758635997772,0.5266999006271362
2,39,0.1303223967552185,0.37063899636268616,0.22420120239257812,0.5270494818687439
2,40,0.12894438207149506,0.3690107762813568,0.22907502949237823,0.5342317819595337
2,41,0.12761735916137695,0.36682602763175964,0.22877685725688934,0.5274814367294312
2,42,0.12305521219968796,0.35956525802612305,0.225166916847229,0.5262104272842407
2,43,0.12197062373161316,0.3566584289073944,0.22637689113616943,0.5285416841506958
2,44,0.12105491012334824,0.35513168573379517,0.22895655035972595,0.5300948023796082
2,45,0.12049885839223862,0.3544485867023468,0.2296677529811859,0.5296966433525085
2,46,0.11948738247156143,0.3523692786693573,0.23015466332435608,0.5290325284004211
2,47,0.11886321753263474,0.3517236113548279,0.2316097468137741,0.5281054973602295
2,48,0.11830870807170868,0.3509993255138397,0.23294930160045624,0.529805064201355
2,49,0.11748339980840683,0.3490421175956726,0.2336008995771408,0.5302150845527649
2,50,0.11684583872556686,0.3491678535938263,0.23477335274219513,0.529448390007019
2,51,0.11642228811979294,0.3477288782596588,0.23422570526599884,0.5282479524612427
2,52,0.11535743623971939,0.3460291922092438,0.2355656623840332,0.5279881358146667
2,53,0.11495549231767654,0.3456065356731415,0.23716890811920166,0.5296280980110168
2,54,0.11437507718801498,0.3449855148792267,0.23610396683216095,0.5278449058532715
2,55,0.11358193308115005,0.34313446283340454,0.2378385066986084,0.5282966494560242
2,56,0.11302878707647324,0.3419247567653656,0.23794618248939514,0.5273165702819824
2,57,0.11222723126411438,0.3413163423538208,0.23832035064697266,0.52375727891922
2,58,0.11161387711763382,0.3402426838874817,0.23958930373191833,0.5263926982879639
2,59,0.11100762337446213,0.33960288763046265,0.240634486079216,0.5269196033477783
2,60,0.11028406023979187,0.338387131690979,0.24127976596355438,0.5258370637893677
3,1,0.4344976544380188,0.8096508383750916,0.32246503233909607,0.6822168231010437
3,2,0.32889461517333984,0.6748120188713074,0.22492113709449768,0.5188078880310059
3,3,0.27672991156578064,0.5902066826820374,0.2107226401567459,0.5290254354476929
3,4,0.23251287639141083,0.5217062830924988,0.26308274269104004,0.605285108089447
3,5,0.2180628925561905,0.5096443891525269,0.24050185084342957,0.5859557390213013
3,6,0.20435041189193726,0.48657628893852234,0.2809436321258545,0.627661406993866
3,7,0.20236165821552277,0.4868812561035156,0.2533438503742218,0.6060011982917786
3,8,0.19313877820968628,0.47102585434913635,0.2597322463989258,0.6082543134689331
3,9,0.19058333337306976,0.46954432129859924,0.24598412215709686,0.5956080555915833
3,10,0.18663956224918365,0.4625553786754608,0.2521623969078064,0.6027933359146118
3,11,0.18371480703353882,0.45818889141082764,0.24395565688610077,0.5960062146186829
3,12,0.18027059733867645,0.4539079964160919,0.24561476707458496,0.5963932275772095
3,13,0.17755357921123505,0.44809821248054504,0.2443724125623703,0.5946334600448608
3,14,0.17576226592063904,0.4474984109401703,0.24008722603321075,0.5918635725975037
3,15,0.1717940866947174,0.43862929940223694,0.24917340278625488,0.6023277044296265
3,16,0.17059573531150818,0.4389398992061615,0.23489542305469513,0.585776686668396
3,17,0.16659361124038696,0.43023476004600525,0.25230467319488525,0.6039884686470032
3,18,0.16615678369998932,0.4302455484867096,0.2341894656419754,0.5845697522163391
3,19,0.16200792789459229,0.4220119118690491,0.24789948761463165,0.6007974743843079
3,20,0.1614067107439041,0.42101606726646423,0.2393924444913864,0.5882512331008911
3,21,0.15787740051746368,0.41656869649887085,0.24227778613567352,0.5909913778305054
3,22,0.1555338203907013,0.4103054702281952,0.24670997262001038,0.5939526557922363
3,23,0.15377923846244812,0.4091055393218994,0.23781251907348633,0.5884636640548706
3,24,0.14679275453090668,0.396050363779068,0.22960622608661652,0.5781331062316895
3,25,0.14482420682907104,0.3933625817298889,0.23159003257751465,0.5793529152870178
3,26,0.14322783052921295,0.3905148506164551,0.22782346606254578,0.5747102499008179
3,27,0.141793891787529,0.3884339928627014,0.23233065009117126,0.581019401550293
3,28,0.14087249338626862,0.38620322942733765,0.22930362820625305,0.5735400915145874
3,29,0.13939402997493744,0.38441070914268494,0.23355618119239807,0.5795262455940247
3,30,0.13783909380435944,0.3812037706375122,0.23192310333251953,0.5800653696060181
3,31,0.1370600461959839,0.38048306107521057,0.2319757491350174,0.5790460109710693
3,32,0.1358053833246231,0.3787248432636261,0.23287764191627502,0.5784953236579895
3,33,0.13369956612586975,0.3748258352279663,0.23367051780223846,0.5783027410507202
3,34,0.13371053338050842,0.3755076229572296,0.2336224764585495,0.5769528150558472
3,35,0.13168412446975708,0.3726375102996826,0.2348124086856842,0.5791856050491333
3,36,0.1305026412010193,0.37061965465545654,0.23386302590370178,0.580481231212616
3,37,0.12911103665828705,0.36778923869132996,0.23470398783683777,0.5796229839324951
3,38,0.12779194116592407,0.3663977086544037,0.23489046096801758,0.5768499970436096
3,39,0.12680365145206451,0.36552444100379944,0.23862019181251526,0.5798298716545105
3,40,0.12477368116378784,0.36217746138572693,0.23727841675281525,0.5772359371185303
