loss,mae,val_loss,val_mae,learning_rate
1.0211471319198608,0.7391265630722046,0.3767496943473816,0.5226930975914001,0.0010000000474974513
0.9192037582397461,0.6800548434257507,0.32415300607681274,0.5044659376144409,0.0010000000474974513
0.9083274006843567,0.6654980778694153,0.3058968186378479,0.49857503175735474,0.0010000000474974513
0.8804288506507874,0.6344309449195862,0.29338139295578003,0.4876526892185211,0.0010000000474974513
0.927685022354126,0.6371582746505737,0.28186047077178955,0.47594785690307617,0.0010000000474974513
0.8213276267051697,0.6145020723342896,0.27279096841812134,0.465608686208725,0.0010000000474974513
0.7939985990524292,0.6091560125350952,0.2618681490421295,0.4512174725532532,0.0010000000474974513
0.7522743344306946,0.586772620677948,0.2506759762763977,0.4367482662200928,0.0010000000474974513
0.7821426391601562,0.5968396663665771,0.2378324270248413,0.42066019773483276,0.0010000000474974513
0.7769560813903809,0.5870717763900757,0.22403331100940704,0.4037422239780426,0.0010000000474974513
0.7086422443389893,0.5707583427429199,0.21228405833244324,0.38963356614112854,0.0010000000474974513
0.6886622309684753,0.5635592937469482,0.20070266723632812,0.38063254952430725,0.0010000000474974513
0.757584273815155,0.5827678442001343,0.18966063857078552,0.36459141969680786,0.0010000000474974513
0.6966426968574524,0.5569373369216919,0.19063562154769897,0.36502012610435486,0.0010000000474974513
0.6622186303138733,0.5433526039123535,0.19108717143535614,0.3597710132598877,0.0010000000474974513
0.6761919260025024,0.537147581577301,0.18516673147678375,0.3456990718841553,0.0010000000474974513
0.6356048583984375,0.5352084636688232,0.17873109877109528,0.3398215174674988,0.0010000000474974513
0.6595576405525208,0.5435704588890076,0.17509804666042328,0.3375771641731262,0.0010000000474974513
0.6321104764938354,0.5532360076904297,0.1791725754737854,0.33443886041641235,0.0010000000474974513
0.6252552270889282,0.5226869583129883,0.18643991649150848,0.34302133321762085,0.0010000000474974513
0.5955924391746521,0.5127365589141846,0.19213111698627472,0.34087687730789185,0.0010000000474974513
0.5989447832107544,0.5168923139572144,0.19445526599884033,0.33552563190460205,0.0010000000474974513
0.6015276908874512,0.5072329640388489,0.1794595569372177,0.32556602358818054,0.0010000000474974513
0.48986461758613586,0.471418172121048,0.17913265526294708,0.329119473695755,0.0010000000474974513
0.6456458568572998,0.5437310338020325,0.18910431861877441,0.34403204917907715,0.0010000000474974513
0.6104260683059692,0.5122706294059753,0.19726340472698212,0.3501195013523102,0.0010000000474974513
0.665633499622345,0.5242494344711304,0.207830548286438,0.35274988412857056,0.0010000000474974513
0.5854895710945129,0.5023529529571533,0.2121686488389969,0.3564450442790985,0.0010000000474974513
0.6948443055152893,0.5375736951828003,0.20706970989704132,0.35386043787002563,0.0010000000474974513
0.6154363751411438,0.5183243751525879,0.20505838096141815,0.3555368483066559,0.0010000000474974513
0.5619849562644958,0.49400416016578674,0.20703312754631042,0.35725146532058716,0.0010000000474974513
0.5332926511764526,0.4829598069190979,0.20957863330841064,0.34806013107299805,0.0010000000474974513
0.559208869934082,0.5107381343841553,0.20278671383857727,0.3443833887577057,0.0010000000474974513
0.6582191586494446,0.5114722847938538,0.18712995946407318,0.3229835033416748,0.0005000000237487257
0.5788939595222473,0.4909970462322235,0.1685827374458313,0.3102085590362549,0.0005000000237487257
0.5329840779304504,0.486367404460907,0.1663110852241516,0.309835821390152,0.0005000000237487257
0.5214892625808716,0.4842544496059418,0.17161588370800018,0.3165450096130371,0.0005000000237487257
0.5611883401870728,0.48703503608703613,0.18711982667446136,0.33280208706855774,0.0005000000237487257
0.5741982460021973,0.5022503733634949,0.19959008693695068,0.3463388979434967,0.0005000000237487257
0.572385311126709,0.4879331886768341,0.19896675646305084,0.34779930114746094,0.0005000000237487257
0.660419762134552,0.490048885345459,0.20145320892333984,0.3533465266227722,0.0005000000237487257
0.5140856504440308,0.48126766085624695,0.20202887058258057,0.3561544418334961,0.0005000000237487257
0.5601294636726379,0.48740801215171814,0.20450672507286072,0.35952863097190857,0.0005000000237487257
0.6045538783073425,0.5007860660552979,0.20472213625907898,0.35848087072372437,0.0005000000237487257
0.5496291518211365,0.5187186002731323,0.20344367623329163,0.35641828179359436,0.0005000000237487257
0.6180670261383057,0.5248019695281982,0.20038621127605438,0.3497364819049835,0.0005000000237487257
0.5283324718475342,0.4915115237236023,0.19547206163406372,0.34764358401298523,0.0005000000237487257
0.5198681354522705,0.4901749789714813,0.19352500140666962,0.3464054465293884,0.0005000000237487257
0.5126041769981384,0.4852900505065918,0.1970183253288269,0.3486836850643158,0.0005000000237487257
0.5374860763549805,0.4943413734436035,0.20189709961414337,0.3530978560447693,0.0005000000237487257
0.5588130950927734,0.4703978896141052,0.20430190861225128,0.3569604158401489,0.0005000000237487257
0.5681240558624268,0.49024102091789246,0.20403046905994415,0.3578858971595764,0.0002500000118743628
0.4679068326950073,0.44641196727752686,0.20473754405975342,0.36002886295318604,0.0002500000118743628
0.5154338479042053,0.47394147515296936,0.20318785309791565,0.35982900857925415,0.0002500000118743628
0.4882301986217499,0.4783148169517517,0.20149807631969452,0.35898977518081665,0.0002500000118743628
0.5073473453521729,0.4754643440246582,0.20239119231700897,0.36172133684158325,0.0002500000118743628
0.5049927830696106,0.4603244662284851,0.20552971959114075,0.3669396936893463,0.0002500000118743628
